订单 ID,订单日期,发货日期,装运模式,客户 ID,客户名称,细分,城市,省/自治区,国家/地区,区域,产品 ID,类别,子类别,产品名称,销售额,数量,折扣,利润
CN-2023-081900858,2023/8/19,2023/8/26,标准级,徐虎-100858,徐虎,消费者,汕头,广东,中国,中南,办公用-用品-10002396,办公用品,用品,"Stiletto 美工刀, 钢",330.12,2,0,112
CN-2023-081900858,2023/8/19,2023/8/26,标准级,徐虎-100858,徐虎,消费者,汕头,广东,中国,中南,技术-设备-10001286,技术,设备,"冲电器 打印机, 白色",3736.74,3,0,1233.12
CN-2023-081902683,2023/8/19,2023/8/23,二级,柯婵-102683,柯婵,小型企业,洮南,吉林,中国,东北,技术-配件-10004986,技术,配件,"贝尔金 路由器, 回收",5986.4,5,0,2214.8
CN-2023-081918887,2023/8/19,2023/8/21,一级,袁梅-118887,袁梅,公司,惠城,广东,中国,中南,办公用-装订-10000292,办公用品,装订机,"Wilson Jones 装订机盖, 实惠",104.44,2,0,34.44
CN-2023-081920620,2023/8/19,2023/8/21,二级,贺伟-120620,贺伟,消费者,余姚,浙江,中国,华东,家具-用具-10001977,家具,用具,"Eldon 框架, 优质",321.636,1,0.4,32.116
CN-2023-081991494,2023/8/19,2023/8/22,二级,周诚-091494,周诚,消费者,保定,河北,中国,华北,办公用-收纳-10000741,办公用品,收纳具,"Fellowes 盒, 单宽度",367.92,4,0,110.32
CN-2023-081991494,2023/8/19,2023/8/22,二级,周诚-091494,周诚,消费者,保定,河北,中国,华北,技术-复印-10004926,技术,复印机,"Hewlett 传真复印机, 彩色",3627.12,4,0,72.24
CN-2023-081991494,2023/8/19,2023/8/22,二级,周诚-091494,周诚,消费者,保定,河北,中国,华北,办公用-器具-10002669,办公用品,器具,"Breville 烤面包机, 白色",1397.2,4,0,544.88
CN-2023-081992132,2023/8/19,2023/8/23,二级,李丽-092132,李丽丽,消费者,天津,天津,中国,华北,技术-设备-10002164,技术,设备,"松下 打印机, 耐用",2488.36,2,0,298.48
CN-2023-081992132,2023/8/19,2023/8/23,二级,李丽-092132,李丽丽,消费者,天津,天津,中国,华北,办公用-装订-10003061,办公用品,装订机,"Wilson Jones 订书机, 回收",460.32,2,0,27.44
CN-2023-081998424,2023/8/19,2023/8/23,标准级,李谙-098424,李谙,小型企业,南宁,广西,中国,中南,办公用-纸张-10001757,办公用品,纸张,"SanDisk 计划信息表, 回收",221.48,2,0,79.52
CN-2023-082003000,2023/8/20,2023/8/25,标准级,殷崆-103000,殷崆,消费者,平遥,山西,中国,华北,办公用-装订-10003400,办公用品,装订机,"Acco 打孔机, 耐用",442.68,3,0,70.56
CN-2023-082003000,2023/8/20,2023/8/25,标准级,殷崆-103000,殷崆,消费者,平遥,山西,中国,华北,家具-椅子-10000374,家具,椅子,"Harbour Creations 椅垫, 可调",1390.48,4,0,639.52
CN-2023-082015042,2023/8/20,2023/8/21,一级,涂珑-115042,涂珑,小型企业,泉州,福建,中国,华东,办公用-美术-10004503,办公用品,美术,"BIC 画布, 混合尺寸",530.88,2,0,116.76
CN-2023-082015042,2023/8/20,2023/8/21,一级,涂珑-115042,涂珑,小型企业,泉州,福建,中国,华东,办公用-系固-10003317,办公用品,系固件,"Accos 夹子, 金属",182,2,0,91
CN-2023-082015042,2023/8/20,2023/8/21,一级,涂珑-115042,涂珑,小型企业,泉州,福建,中国,华东,家具-椅子-10004059,家具,椅子,"Novimex 扶手椅, 每套两件",19328.4,9,0,3284.82
CN-2023-082015042,2023/8/20,2023/8/21,一级,涂珑-115042,涂珑,小型企业,泉州,福建,中国,华东,办公用-收纳-10002196,办公用品,收纳具,"Fellowes 文件车, 单宽度",2563.68,4,0,307.44
CN-2023-082015042,2023/8/20,2023/8/21,一级,涂珑-115042,涂珑,小型企业,泉州,福建,中国,华东,办公用-标签-10004286,办公用品,标签,"Avery 有色标签, 耐用",191.52,3,0,42
CN-2023-082017267,2023/8/20,2023/8/23,二级,殷崆-117267,殷崆,消费者,双鸭山,黑龙江,中国,东北,办公用-信封-10000686,办公用品,信封,"GlobeWeis 局间信封, 每套 50 个",669.48,3,0,274.26
CN-2023-082017267,2023/8/20,2023/8/23,二级,殷崆-117267,殷崆,消费者,双鸭山,黑龙江,中国,东北,家具-用具-10001318,家具,用具,"Tenex 相框, 耐用",456.12,2,0,54.6
CN-2023-082029991,2023/8/20,2023/8/22,二级,龙谦-129991,龙谦,消费者,梅河口,吉林,中国,东北,家具-用具-10000059,家具,用具,"Tenex 门挡, 优质",1388.66,7,0,346.92
CN-2023-082029991,2023/8/20,2023/8/22,二级,龙谦-129991,龙谦,消费者,梅河口,吉林,中国,东北,办公用-装订-10000364,办公用品,装订机,"Ibico 孔加固材料, 耐用",118.86,3,0,53.34
CN-2023-082032368,2023/8/20,2023/8/24,标准级,邢柏-132368,邢柏,小型企业,辽源,吉林,中国,东北,办公用-收纳-10002840,办公用品,收纳具,"Fellowes 盒, 金属",262.5,3,0,36.54
CN-2023-082083612,2023/8/20,2023/8/24,二级,刘明-083612,刘明,公司,九台,吉林,中国,东北,办公用-标签-10004066,办公用品,标签,"Avery 可去除的标签, 红色",197.12,4,0,58.8
CN-2023-082083612,2023/8/20,2023/8/24,二级,刘明-083612,刘明,公司,九台,吉林,中国,东北,办公用-装订-10002021,办公用品,装订机,"Wilson Jones 装订机, 透明",232.96,4,0,104.72
CN-2023-082083612,2023/8/20,2023/8/24,二级,刘明-083612,刘明,公司,九台,吉林,中国,东北,家具-椅子-10003266,家具,椅子,"Harbour Creations 沙滩椅, 黑色",1381.1,5,0,220.5
CN-2023-082103822,2023/8/21,2023/8/23,一级,徐婵-103822,徐婵娟,消费者,温州,浙江,中国,华东,办公用-标签-10002844,办公用品,标签,"Smead 圆形标签, 可调",67.2,3,0,14.7
CN-2023-082110653,2023/8/21,2023/8/26,标准级,程欢-110653,程欢悦,消费者,岳阳,湖南,中国,中南,办公用-收纳-10004893,办公用品,收纳具,"Tenex 盒, 蓝色",462,6,0,179.76
CN-2023-082116043,2023/8/21,2023/8/23,二级,杨健-116043,杨健,消费者,韶关,广东,中国,中南,家具-椅子-10002448,家具,椅子,"SAFCO 折叠椅, 红色",359.982,1,0.1,31.962
CN-2023-082116043,2023/8/21,2023/8/23,二级,杨健-116043,杨健,消费者,韶关,广东,中国,中南,家具-书架-10003449,家具,书架,"Bush 柜, 黑色",675.36,1,0,134.96
CN-2023-082116043,2023/8/21,2023/8/23,二级,杨健-116043,杨健,消费者,韶关,广东,中国,中南,办公用-收纳-10002935,办公用品,收纳具,"Tenex 锁柜, 单宽度",8575.56,9,0,3601.08
CN-2023-082122967,2023/8/21,2023/8/25,二级,冯巧-122967,冯巧,消费者,鸡西,黑龙江,中国,东北,办公用-装订-10000833,办公用品,装订机,"Acco 装订机, 耐用",310.8,4,0,89.6
CN-2023-082127205,2023/8/21,2023/8/25,标准级,贺平-127205,贺平,消费者,椒江,浙江,中国,华东,办公用-器具-10000373,办公用品,器具,"Breville 冰箱, 银色",2912.448,2,0.4,-922.432
CN-2023-082127205,2023/8/21,2023/8/25,标准级,贺平-127205,贺平,消费者,椒江,浙江,中国,华东,办公用-纸张-10004071,办公用品,纸张,"Eaton 羊皮纸, 每包 12 个",246.54,3,0,36.96
CN-2023-082127205,2023/8/21,2023/8/25,标准级,贺平-127205,贺平,消费者,椒江,浙江,中国,华东,办公用-信封-10000017,办公用品,信封,"Jiffy 局间信封, 银色",683.76,3,0,88.62
CN-2023-082135717,2023/8/21,2023/8/23,一级,薛光-135717,薛光,消费者,金昌,甘肃,中国,西北,办公用-器具-10002224,办公用品,器具,"Breville 搅拌机, 白色",494.928,2,0.4,-255.752
CN-2023-082136451,2023/8/21,2023/8/21,当日,邱丽-136451,邱丽,消费者,哈尔滨,黑龙江,中国,东北,技术-复印-10000037,技术,复印机,"佳能 墨水, 每套两件",2746.8,4,0,988.4
CN-2023-082139080,2023/8/21,2023/8/24,一级,顾升-139080,顾升,小型企业,佳木斯,黑龙江,中国,东北,办公用-标签-10000647,办公用品,标签,"Novimex 运输标签, 耐用",212.24,4,0,95.2
CN-2023-082139080,2023/8/21,2023/8/24,一级,顾升-139080,顾升,小型企业,佳木斯,黑龙江,中国,东北,家具-用具-10001578,家具,用具,"Deflect-O 闹钟, 一包多件",1645.42,7,0,723.24
CN-2023-082139080,2023/8/21,2023/8/24,一级,顾升-139080,顾升,小型企业,佳木斯,黑龙江,中国,东北,办公用-装订-10001062,办公用品,装订机,"Acco 订书机, 回收",2160.9,9,0,496.44
CN-2023-082141734,2023/8/21,2023/8/23,二级,范彩-141734,范彩,公司,重庆,重庆,中国,西南,家具-椅子-10003924,家具,椅子,"Novimex 扶手椅, 可调",2148.72,1,0,794.92
CN-2023-082141734,2023/8/21,2023/8/23,二级,范彩-141734,范彩,公司,重庆,重庆,中国,西南,技术-复印-10000725,技术,复印机,"夏普 复印机, 每套两件",6256.32,7,0.2,-1486.66
CN-2023-082141734,2023/8/21,2023/8/23,二级,范彩-141734,范彩,公司,重庆,重庆,中国,西南,家具-用具-10003687,家具,用具,"Tenex 门挡, 耐用",381.92,2,0,106.68
CN-2023-082158394,2023/8/21,2023/8/26,标准级,陈莲-158394,陈莲,公司,齐齐哈尔,黑龙江,中国,东北,办公用-收纳-10004714,办公用品,收纳具,"Smead 盒, 单宽度",252,5,0,110.6
CN-2023-082158394,2023/8/21,2023/8/26,标准级,陈莲-158394,陈莲,公司,齐齐哈尔,黑龙江,中国,东北,办公用-信封-10003367,办公用品,信封,"Cameo 局间信封, 回收",1078.7,5,0,528.5
CN-2023-082194980,2023/8/21,2023/8/26,标准级,吕君-094980,吕君,消费者,汕尾,广东,中国,中南,办公用-信封-10004013,办公用品,信封,"GlobeWeis 外皮和封条, 每套 50 个",299.46,3,0,17.64
CN-2023-082203253,2023/8/22,2023/8/22,当日,万冬-103253,万冬露,消费者,哈尔滨,黑龙江,中国,东北,技术-复印-10001080,技术,复印机,"夏普 无线传真机, 彩色",6670.72,4,0,66.64
CN-2023-082203483,2023/8/22,2023/8/26,标准级,林德-103483,林德伟,公司,南平,福建,中国,华东,家具-椅子-10004390,家具,椅子,"SAFCO 扶手椅, 每套两件",2163.84,1,0,1016.96
CN-2023-082203483,2023/8/22,2023/8/26,标准级,林德-103483,林德伟,公司,南平,福建,中国,华东,家具-椅子-10003670,家具,椅子,"Harbour Creations 摇椅, 黑色",675.08,1,0,236.18
CN-2023-082207746,2023/8/22,2023/8/27,标准级,罗琼-107746,罗琼,消费者,北京,北京,中国,华北,办公用-装订-10004132,办公用品,装订机,"Cardinal 孔加固材料, 实惠",99.68,4,0,12.88
CN-2023-082213752,2023/8/22,2023/8/27,二级,程安-113752,程安,消费者,安阳,河南,中国,中南,办公用-纸张-10002247,办公用品,纸张,"施乐 令, 每包 12 个",568.96,4,0,159.04
CN-2023-082213752,2023/8/22,2023/8/27,二级,程安-113752,程安,消费者,安阳,河南,中国,中南,家具-椅子-10001812,家具,椅子,"Harbour Creations 折叠椅, 可调",1264.788,3,0.1,295.008
CN-2023-082213752,2023/8/22,2023/8/27,二级,程安-113752,程安,消费者,安阳,河南,中国,中南,办公用-装订-10003861,办公用品,装订机,"Avery 打孔机, 实惠",650.3,5,0,32.2
CN-2023-082224381,2023/8/22,2023/8/26,标准级,陶博-124381,陶博,消费者,成都,四川,中国,西南,技术-配件-10001617,技术,配件,"Memorex 鼠标, 耐用",397.32,5,0.4,-112.98
CN-2023-082224381,2023/8/22,2023/8/26,标准级,陶博-124381,陶博,消费者,成都,四川,中国,西南,办公用-装订-10003861,办公用品,装订机,"Avery 打孔机, 实惠",312.144,4,0.4,-182.336
CN-2023-082224381,2023/8/22,2023/8/26,标准级,陶博-124381,陶博,消费者,成都,四川,中国,西南,办公用-标签-10004705,办公用品,标签,"Harbour Creations 合法证物标签, 可调",82.6,2,0,0.56
CN-2023-082224381,2023/8/22,2023/8/26,标准级,陶博-124381,陶博,消费者,成都,四川,中国,西南,办公用-系固-10000678,办公用品,系固件,"Accos 按钉, 金属",122.976,3,0.4,-10.584
CN-2023-082224381,2023/8/22,2023/8/26,标准级,陶博-124381,陶博,消费者,成都,四川,中国,西南,办公用-标签-10003689,办公用品,标签,"Avery 圆形标签, 耐用",105.42,3,0,51.24
CN-2023-082232625,2023/8/22,2023/8/26,标准级,葛毅-132625,葛毅,消费者,邢台,河北,中国,华北,办公用-系固-10001658,办公用品,系固件,"Stockwell 回形针, 整包",567,9,0,118.44
CN-2023-082236000,2023/8/22,2023/8/28,标准级,陈霖-136000,陈霖,消费者,洛阳,福建,中国,华东,办公用-纸张-10004665,办公用品,纸张,"Green Bar 羊皮纸, 回收",309.68,4,0,145.04
CN-2023-082292019,2023/8/22,2023/8/28,标准级,任实-092019,任实,消费者,淮南,安徽,中国,华东,办公用-系固-10000353,办公用品,系固件,"Stockwell 按钉, 金属",394.8,6,0,181.44
CN-2023-082292019,2023/8/22,2023/8/28,标准级,任实-092019,任实,消费者,淮南,安徽,中国,华东,办公用-收纳-10003199,办公用品,收纳具,"Fellowes 锁柜, 金属",1926.4,2,0,19.04
CN-2023-082292894,2023/8/22,2023/8/27,标准级,卢谙-092894,卢谙,小型企业,枣庄,山东,中国,华东,办公用-收纳-10003644,办公用品,收纳具,"Fellowes 盘, 金属",526.96,2,0,200.2
CN-2023-082292894,2023/8/22,2023/8/27,标准级,卢谙-092894,卢谙,小型企业,枣庄,山东,中国,华东,家具-椅子-10003772,家具,椅子,"SAFCO 摇椅, 每套两件",640.08,1,0,147.14
CN-2023-082293529,2023/8/22,2023/8/27,二级,巩荷-093529,巩荷,消费者,塘沽,天津,中国,华北,办公用-纸张-10003542,办公用品,纸张,"SanDisk 信纸, 每包 12 个",1471.68,6,0,337.68
CN-2023-082293529,2023/8/22,2023/8/27,二级,巩荷-093529,巩荷,消费者,塘沽,天津,中国,华北,办公用-纸张-10003382,办公用品,纸张,"施乐 计划信息表, 多色",406.56,4,0,129.92
CN-2023-082293529,2023/8/22,2023/8/27,二级,巩荷-093529,巩荷,消费者,塘沽,天津,中国,华北,技术-复印-10004302,技术,复印机,"Brother 无线传真机, 数字化",5298.3,3,0,1960.14
CN-2023-082315549,2023/8/23,2023/8/26,一级,潘谙-115549,潘谙,消费者,石家庄,河北,中国,华北,办公用-装订-10001192,办公用品,装订机,"Avery 标签, 透明",54.04,2,0,19.88
CN-2023-082318249,2023/8/23,2023/8/25,一级,殷宣-118249,殷宣,消费者,韶关,广东,中国,中南,办公用-信封-10002653,办公用品,信封,"Jiffy 马尼拉纸信封, 回收",694.68,6,0,312.48
CN-2023-082326180,2023/8/23,2023/8/28,标准级,邢伟-126180,邢伟,消费者,洛阳,广东,中国,中南,技术-设备-10004877,技术,设备,"冲电器 喷墨打印机, 白色",7291.9,5,0,1385.3
CN-2023-082326180,2023/8/23,2023/8/28,标准级,邢伟-126180,邢伟,消费者,洛阳,广东,中国,中南,技术-配件-10003605,技术,配件,"SanDisk 闪存驱动器, 回收",871.5,5,0,69.3
CN-2023-082333211,2023/8/23,2023/8/25,一级,陈霖-133211,陈霖,消费者,浯溪,湖南,中国,中南,办公用-纸张-10000778,办公用品,纸张,"施乐 备忘录便条, 回收",564.48,9,0,66.78
CN-2023-082345226,2023/8/23,2023/8/27,标准级,许娜-145226,许娜,小型企业,西安,陕西,中国,西北,办公用-收纳-10002847,办公用品,收纳具,"Tenex 文件车, 金属",1864.8,3,0,596.4
CN-2023-082345226,2023/8/23,2023/8/27,标准级,许娜-145226,许娜,小型企业,西安,陕西,中国,西北,办公用-纸张-10001526,办公用品,纸张,"Enermax 备忘录便条, 回收",217.98,3,0,45.36
CN-2023-082345226,2023/8/23,2023/8/27,标准级,许娜-145226,许娜,小型企业,西安,陕西,中国,西北,办公用-纸张-10004354,办公用品,纸张,"Enermax 笔记本, 多色",279.16,2,0,136.64
CN-2023-082405266,2023/8/24,2023/8/24,当日,丁君-105266,丁君,消费者,金华,浙江,中国,华东,技术-电话-10000199,技术,电话,"三星 智能手机, 混合尺寸",1059.156,3,0.4,-406.224
CN-2023-082436873,2023/8/24,2023/8/30,标准级,陈惠-136873,陈惠英,小型企业,辽阳,辽宁,中国,东北,家具-书架-10004927,家具,书架,"Bush 书架, 金属",1032.948,3,0.4,85.848
CN-2023-082622198,2023/8/26,2023/9/1,标准级,邓达-122198,邓达侠,消费者,广州,广东,中国,中南,办公用-系固-10004655,办公用品,系固件,"Stockwell 夹子, 金属",442.4,5,0,221.2
CN-2023-082629680,2023/8/26,2023/8/31,标准级,袁平-129680,袁平,公司,长春,吉林,中国,东北,办公用-收纳-10000103,办公用品,收纳具,"Tenex 文件夹, 蓝色",325.08,3,0,68.04
CN-2023-082632673,2023/8/26,2023/8/29,一级,陶巧-132673,陶巧,消费者,泰兴,江苏,中国,华东,办公用-装订-10002552,办公用品,装订机,"Wilson Jones 装订机, 回收",112.392,3,0.4,-7.728
CN-2023-082632673,2023/8/26,2023/8/29,一级,陶巧-132673,陶巧,消费者,泰兴,江苏,中国,华东,家具-椅子-10001896,家具,椅子,"Office Star 椅垫, 黑色",354.984,2,0.4,-12.096
CN-2023-082690242,2023/8/26,2023/8/30,标准级,戴壁-090242,戴壁,消费者,上海,上海,中国,华东,技术-配件-10000911,技术,配件,"Memorex 路由器, 回收",4555.04,4,0,2231.6
CN-2023-082711629,2023/8/27,2023/8/29,二级,孙辉-111629,孙辉,小型企业,邢台,河北,中国,华北,办公用-装订-10002546,办公用品,装订机,"Acco 装订机, 回收",217.14,3,0,97.44
CN-2023-082713298,2023/8/27,2023/8/29,二级,葛欢-113298,葛欢,公司,南宁,广西,中国,中南,家具-书架-10002086,家具,书架,"Safco 墙角架, 白色",3546.2,5,0,1276.1
CN-2023-082716478,2023/8/27,2023/8/31,标准级,冯娜-116478,冯娜,公司,重庆,重庆,中国,西南,办公用-收纳-10001488,办公用品,收纳具,"Fellowes 搁板, 单宽度",1890.42,7,0,774.2
CN-2023-082716478,2023/8/27,2023/8/31,标准级,冯娜-116478,冯娜,公司,重庆,重庆,中国,西南,家具-椅子-10001676,家具,椅子,"Hon 沙滩椅, 可调",222.32,1,0,39.9
CN-2023-082716478,2023/8/27,2023/8/31,标准级,冯娜-116478,冯娜,公司,重庆,重庆,中国,西南,技术-电话-10004671,技术,电话,"苹果 信号增强器, 全尺寸",7724.64,12,0,3321.36
CN-2023-082717397,2023/8/27,2023/8/31,标准级,侯虹-117397,侯虹,公司,铜川,陕西,中国,西北,家具-椅子-10003805,家具,椅子,"Hon 扶手椅, 每套两件",6431.46,3,0,2443.56
CN-2023-082717397,2023/8/27,2023/8/31,标准级,侯虹-117397,侯虹,公司,铜川,陕西,中国,西北,家具-椅子-10003019,家具,椅子,"Harbour Creations 摇椅, 红色",686.42,1,0,82.32
CN-2023-082720826,2023/8/27,2023/9/2,标准级,邱秋-120826,邱秋,公司,德阳,四川,中国,西南,家具-椅子-10000210,家具,椅子,"Harbour Creations 扶手椅, 每套两件",2664.816,2,0.4,-932.904
CN-2023-082792392,2023/8/27,2023/9/1,二级,常丽-092392,常丽华,消费者,忻州,山西,中国,华北,办公用-装订-10004617,办公用品,装订机,"Avery 打孔机, 回收",395.22,3,0,19.74
CN-2023-082796090,2023/8/27,2023/8/27,当日,常丽-096090,常丽华,消费者,江门,广东,中国,中南,办公用-用品-10003039,办公用品,用品,"Acme 开信刀, 锯齿状",879.06,7,0,377.3
CN-2023-082796090,2023/8/27,2023/8/27,当日,常丽-096090,常丽华,消费者,江门,广东,中国,中南,办公用-器具-10000068,办公用品,器具,"Hamilton Beach 咖啡研磨机, 白色",380.8,2,0,159.88
CN-2023-082806601,2023/8/28,2023/8/28,当日,王庆-106601,王庆缘,消费者,忻州,湖北,中国,中南,家具-书架-10001061,家具,书架,"Safco 古典书架, 金属",1225.308,1,0.4,-510.552
CN-2023-082810299,2023/8/28,2023/8/31,二级,叶琪-110299,叶琪,消费者,金昌,甘肃,中国,西北,家具-椅子-10004343,家具,椅子,"Novimex 椅垫, 黑色",603.792,4,0.4,-362.768
CN-2023-082810299,2023/8/28,2023/8/31,二级,叶琪-110299,叶琪,消费者,金昌,甘肃,中国,西北,办公用-装订-10004840,办公用品,装订机,"Cardinal 孔加固材料, 透明",40.32,3,0.4,-19.74
CN-2023-082810390,2023/8/28,2023/8/28,当日,夏平-110390,夏平,消费者,邳州,江苏,中国,华东,家具-椅子-10003809,家具,椅子,"Office Star 摇椅, 红色",789.096,2,0.4,-447.384
CN-2023-082813837,2023/8/28,2023/9/1,标准级,韩丽-113837,韩丽华,消费者,株洲,湖南,中国,中南,家具-书架-10002113,家具,书架,"Dania 书库, 金属",5066.04,3,0,2026.08
CN-2023-082829164,2023/8/28,2023/8/30,二级,陶虢-129164,陶虢,公司,洛阳,广东,中国,中南,家具-椅子-10004110,家具,椅子,"SAFCO 沙滩椅, 可调",1308.636,6,0.1,421.596
CN-2023-082830798,2023/8/28,2023/9/2,二级,龙婷-130798,龙婷,公司,南通,江苏,中国,华东,技术-配件-10002092,技术,配件,"Memorex 记忆卡, 耐用",860.832,3,0.4,-129.528
CN-2023-082830798,2023/8/28,2023/9/2,二级,龙婷-130798,龙婷,公司,南通,江苏,中国,华东,办公用-器具-10002966,办公用品,器具,"Cuisinart 冰箱, 红色",6945.12,5,0.4,-0.28
CN-2023-082848946,2023/8/28,2023/8/31,二级,陈锦-148946,陈锦,公司,西丰,辽宁,中国,东北,技术-复印-10003040,技术,复印机,"佳能 无线传真机, 红色",5276.04,5,0.4,-176.26
CN-2023-082898839,2023/8/28,2023/9/2,标准级,曹丽-098839,曹丽娜,消费者,湛江,广东,中国,中南,办公用-收纳-10003199,办公用品,收纳具,"Fellowes 锁柜, 金属",2889.6,3,0,28.56
CN-2023-082902647,2023/8/29,2023/8/31,二级,林廉-102647,林廉,小型企业,唐山,河北,中国,华北,办公用-收纳-10002440,办公用品,收纳具,"Tenex 文件车, 蓝色",1251.88,2,0,99.96
CN-2023-082920158,2023/8/29,2023/8/31,一级,谭琼-120158,谭琼,小型企业,广州,广东,中国,中南,办公用-用品-10000818,办公用品,用品,"Elite 剪刀, 钢",204.68,2,0,16.24
CN-2023-082920158,2023/8/29,2023/8/31,一级,谭琼-120158,谭琼,小型企业,广州,广东,中国,中南,家具-椅子-10000329,家具,椅子,"Novimex 扶手椅, 红色",3846.78,2,0.1,769.3
CN-2023-082927783,2023/8/29,2023/8/31,二级,钱伟-127783,钱伟,公司,济南,山东,中国,华东,家具-书架-10000720,家具,书架,"Bush 柜, 白色",1361.64,2,0,394.8
CN-2023-082927783,2023/8/29,2023/8/31,二级,钱伟-127783,钱伟,公司,济南,山东,中国,华东,家具-椅子-10002246,家具,椅子,"Novimex 沙滩椅, 每套两件",674.94,3,0,249.48
CN-2023-083000788,2023/8/30,2023/8/30,当日,彭安-100788,彭安,公司,汕头,广东,中国,中南,技术-电话-10004871,技术,电话,"三星 充电器, 蓝色",2968.7,1,0,474.88
CN-2023-083003759,2023/8/30,2023/9/3,标准级,秦淑-103759,秦淑芳,公司,开远,云南,中国,西南,家具-书架-10004714,家具,书架,"Sauder 柜, 传统",4667.04,6,0,792.96
CN-2023-083003759,2023/8/30,2023/9/3,标准级,秦淑-103759,秦淑芳,公司,开远,云南,中国,西南,办公用-系固-10003721,办公用品,系固件,"Stockwell 图钉, 整包",122.64,2,0,42.84
CN-2023-083003759,2023/8/30,2023/9/3,标准级,秦淑-103759,秦淑芳,公司,开远,云南,中国,西南,办公用-用品-10003562,办公用品,用品,"Fiskars 剪刀, 锯齿状",278.04,3,0,24.78
CN-2023-083003813,2023/8/30,2023/8/30,当日,秦淑-103813,秦淑芳,公司,兖州,山东,中国,华东,办公用-器具-10004848,办公用品,器具,"KitchenAid 烤面包机, 白色",1557.92,4,0,30.8
CN-2023-083019380,2023/8/30,2023/9/3,标准级,毛刚-119380,毛刚,消费者,密山,黑龙江,中国,东北,家具-用具-10001691,家具,用具,"Eldon 灯泡, 优质",444.64,4,0,62.16
CN-2023-083034560,2023/8/30,2023/8/30,当日,贾伟-134560,贾伟,消费者,福州,福建,中国,华东,办公用-系固-10004607,办公用品,系固件,"Stockwell 橡皮筋, 金属",543.9,7,0,10.78
CN-2023-083034560,2023/8/30,2023/8/30,当日,贾伟-134560,贾伟,消费者,福州,福建,中国,华东,技术-电话-10001992,技术,电话,"三星 充电器, 全尺寸",8924.16,3,0,1784.58
CN-2023-083103534,2023/8/31,2023/9/3,一级,谢丽-103534,谢丽雪,公司,安埠,广东,中国,中南,办公用-装订-10002095,办公用品,装订机,"Cardinal 打孔机, 耐用",282.8,2,0,101.64
CN-2023-090198002,2023/9/1,2023/9/5,标准级,何娇-098002,何娇,公司,莱州,山东,中国,华东,技术-复印-10002061,技术,复印机,"Hewlett 无线传真机, 彩色",3561.88,2,0,1282.12
CN-2023-090203908,2023/9/2,2023/9/8,标准级,周木-103908,周木兰,消费者,淮阴,江苏,中国,华东,办公用-信封-10004523,办公用品,信封,"Cameo 马尼拉纸信封, 回收",481.6,4,0,86.24
CN-2023-090209805,2023/9/2,2023/9/5,一级,方蔓-109805,方蔓楚,消费者,玉溪,云南,中国,西南,办公用-纸张-10003968,办公用品,纸张,"SanDisk 备忘录便条, 优质",316.96,4,0,15.68
CN-2023-090211633,2023/9/2,2023/9/8,标准级,潘丽-111633,潘丽美,公司,韶关,广东,中国,中南,办公用-收纳-10003906,办公用品,收纳具,"Fellowes 文件车, 蓝色",2563.12,4,0,50.96
CN-2023-090211633,2023/9/2,2023/9/8,标准级,潘丽-111633,潘丽美,公司,韶关,广东,中国,中南,办公用-装订-10001158,办公用品,装订机,"Avery 装订机盖, 实惠",103.32,2,0,6.16
CN-2023-090215445,2023/9/2,2023/9/4,二级,肖保-115445,肖保,消费者,唐山,河北,中国,华北,办公用-纸张-10002647,办公用品,纸张,"SanDisk 羊皮纸, 多色",338.24,4,0,36.96
CN-2023-090215445,2023/9/2,2023/9/4,二级,肖保-115445,肖保,消费者,唐山,河北,中国,华北,家具-用具-10003545,家具,用具,"Tenex 相框, 优质",470.96,2,0,188.16
CN-2023-090215445,2023/9/2,2023/9/4,二级,肖保-115445,肖保,消费者,唐山,河北,中国,华北,办公用-系固-10003933,办公用品,系固件,"OIC 图钉, 每包 12 个",378,6,0,105.84
CN-2023-090215445,2023/9/2,2023/9/4,二级,肖保-115445,肖保,消费者,唐山,河北,中国,华北,办公用-用品-10001056,办公用品,用品,"Stiletto 大剪刀, 蓝色",673.26,3,0,322.98
CN-2023-090215445,2023/9/2,2023/9/4,二级,肖保-115445,肖保,消费者,唐山,河北,中国,华北,家具-椅子-10002778,家具,椅子,"Office Star 沙滩椅, 每套两件",807.66,3,0,112.98
CN-2023-090215445,2023/9/2,2023/9/4,二级,肖保-115445,肖保,消费者,唐山,河北,中国,华北,办公用-装订-10000662,办公用品,装订机,"Cardinal 装订机盖, 耐用",252,4,0,10.08
CN-2023-090215445,2023/9/2,2023/9/4,二级,肖保-115445,肖保,消费者,唐山,河北,中国,华北,办公用-纸张-10002493,办公用品,纸张,"Enermax 备忘录便条, 优质",876.96,12,0,174.72
CN-2023-090223631,2023/9/2,2023/9/4,二级,邓立-123631,邓立,消费者,唐山,河北,中国,华北,办公用-收纳-10001749,办公用品,收纳具,"Rogers 锁柜, 工业",4949,5,0,1731.8
CN-2023-090227945,2023/9/2,2023/9/6,标准级,贺婵-127945,贺婵,消费者,泰州,江苏,中国,华东,办公用-美术-10001414,办公用品,美术,"Binney & Smith 记号笔, 蓝色",179.872,8,0.8,-620.928
CN-2023-090292729,2023/9/2,2023/9/7,标准级,姚彩-092729,姚彩,小型企业,扶余,吉林,中国,东北,技术-设备-10003833,技术,设备,"柯尼卡 卡片打印机, 耐用",4090.1,5,0,245
